full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Post_Impressionism\ferdinand-hodler_lake-geneva-from-chexbres-1904.jpg,Post_Impressionism\ferdinand-hodler_lake-geneva-from-chexbres-1904.jpg,Post_Impressionism,ferdinand-hodler_lake-geneva-from-chexbres-1904.jpg,The calm water with the light clouds on the horizon,contentment
data\raw\wikiart\Realism\gustave-courbet_solitude-1866.jpg,Realism\gustave-courbet_solitude-1866.jpg,Realism,gustave-courbet_solitude-1866.jpg,The landscape is very peaceful.  It seems like it is early morning and the sun is just rising.,contentment
data\raw\wikiart\Romanticism\john-crome_the-steam-packet-1817.jpg,Romanticism\john-crome_the-steam-packet-1817.jpg,Romanticism,john-crome_the-steam-packet-1817.jpg,Somber looking painting reminding me of soldiers escaping a battle.,fear
data\raw\wikiart\Art_Nouveau_Modern\gustav-klimt_lady-with-hat-and-featherboa.jpg,Art_Nouveau_Modern\gustav-klimt_lady-with-hat-and-featherboa.jpg,Art_Nouveau_Modern,gustav-klimt_lady-with-hat-and-featherboa.jpg,Her partially closed eyes makes her seem arrogant and closed off.,disgust
data\raw\wikiart\Expressionism\alekos-kontopoulos_the-farmer.jpg,Expressionism\alekos-kontopoulos_the-farmer.jpg,Expressionism,alekos-kontopoulos_the-farmer.jpg,The grey colour tone and facial expression from the guy makes me sad.,sadness
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_the-rhone-with-boats-and-a-bridge-1888.jpg,Post_Impressionism\vincent-van-gogh_the-rhone-with-boats-and-a-bridge-1888.jpg,Post_Impressionism,vincent-van-gogh_the-rhone-with-boats-and-a-bridge-1888.jpg,The bay is quite beautiful and I find the town to be quite interesting along the left side.,contentment
data\raw\wikiart\Expressionism\walter-battiss_le-d-jeuner.jpg,Expressionism\walter-battiss_le-d-jeuner.jpg,Expressionism,walter-battiss_le-d-jeuner.jpg,"These are the times of innocence, love, peace and joy, beause no father mother and child can enjoy themselves in this way ever again for fear of going to jail.",excitement
data\raw\wikiart\Realism\henri-fantin-latour_basket-of-peaches.jpg,Realism\henri-fantin-latour_basket-of-peaches.jpg,Realism,henri-fantin-latour_basket-of-peaches.jpg,the full bowl of fruit reminds me of a plentiful harvest and security,contentment
data\raw\wikiart\Rococo\george-morland_the-departure-1792.jpg,Rococo\george-morland_the-departure-1792.jpg,Rococo,george-morland_the-departure-1792.jpg,"This picture makes me feel sad, the lady in the picture looks worried .",sadness
data\raw\wikiart\Impressionism\konstantin-korovin_southern-night-1904.jpg,Impressionism\konstantin-korovin_southern-night-1904.jpg,Impressionism,konstantin-korovin_southern-night-1904.jpg,The view from the top of the city is quite lovely and shows the progress of humans spanning together in community.,awe
data\raw\wikiart\Romanticism\gustave-dore_the-testing-of-abraham-s-faith.jpg,Romanticism\gustave-dore_the-testing-of-abraham-s-faith.jpg,Romanticism,gustave-dore_the-testing-of-abraham-s-faith.jpg,The sight of a man seeking out god through the rough roads is inspiring.,excitement
data\raw\wikiart\Impressionism\william-merritt-chase_still-liife-with-china-vase-copper-pot-an-apple-and-a-bunch-of-grapes.jpg,Impressionism\william-merritt-chase_still-liife-with-china-vase-copper-pot-an-apple-and-a-bunch-of-grapes.jpg,Impressionism,william-merritt-chase_still-liife-with-china-vase-copper-pot-an-apple-and-a-bunch-of-grapes.jpg,This looks like a still life of things I'd see in my grandma's house.  It also seems to be using a palette and style of a painting in my grandma's house. It gives me a warm feeling.,contentment
data\raw\wikiart\Impressionism\claude-monet_flowers-and-fruit.jpg,Impressionism\claude-monet_flowers-and-fruit.jpg,Impressionism,claude-monet_flowers-and-fruit.jpg,The artist captured the beauty of fruit and flowers in one picture.  The bouquet of flowers seem never-ending.  The different colors of the flowers are striking.,awe
data\raw\wikiart\Ukiyo_e\utagawa-toyokuni-ii_the-kabuki-actor-segawa-kikunojo-v-as-okuni-gozen-1825.jpg,Ukiyo_e\utagawa-toyokuni-ii_the-kabuki-actor-segawa-kikunojo-v-as-okuni-gozen-1825.jpg,Ukiyo_e,utagawa-toyokuni-ii_the-kabuki-actor-segawa-kikunojo-v-as-okuni-gozen-1825.jpg,The long orange and grey robe of the woman sitting on a beige material.,contentment
data\raw\wikiart\Baroque\johannes-vermeer_mistress-and-maid-lady-with-her-maidservant-holding-a-letter.jpg,Baroque\johannes-vermeer_mistress-and-maid-lady-with-her-maidservant-holding-a-letter.jpg,Baroque,johannes-vermeer_mistress-and-maid-lady-with-her-maidservant-holding-a-letter.jpg,A very pleasant portrait. This type of portraits really make me super happy to se.,awe
data\raw\wikiart\Impressionism\rudolf-schweitzer-cumpana_mo-gheorghe-s-lunch-1921.jpg,Impressionism\rudolf-schweitzer-cumpana_mo-gheorghe-s-lunch-1921.jpg,Impressionism,rudolf-schweitzer-cumpana_mo-gheorghe-s-lunch-1921.jpg,"I love the way it looks like this man is made of paint, it's quite intriguing!",awe
data\raw\wikiart\Art_Nouveau_Modern\jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,Art_Nouveau_Modern\jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,Art_Nouveau_Modern,jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,"This is an image that to me just makes me think of nothing, I don't feel sad I don't feel happy.  Just nothing",something else
data\raw\wikiart\Color_Field_Painting\helen-frankenthaler_weather-change-1963.jpg,Color_Field_Painting\helen-frankenthaler_weather-change-1963.jpg,Color_Field_Painting,helen-frankenthaler_weather-change-1963.jpg,This art is very mixed up with all the colors being thrown in the other colors. It is also confusing.,disgust
data\raw\wikiart\Romanticism\lev-lagorio_southern-landscape-1866.jpg,Romanticism\lev-lagorio_southern-landscape-1866.jpg,Romanticism,lev-lagorio_southern-landscape-1866.jpg,The dark shading on the side of the landscape feels like the sun is setting and only shining on one side.,awe
data\raw\wikiart\Realism\pyotr-konchalovsky_sunny-day-the-pioneers-1933.jpg,Realism\pyotr-konchalovsky_sunny-day-the-pioneers-1933.jpg,Realism,pyotr-konchalovsky_sunny-day-the-pioneers-1933.jpg,"I dont like the colors of the lake, the poses of the models because it looks fake.",disgust
data\raw\wikiart\Baroque\peter-paul-rubens_nicolas-rubens.jpg,Baroque\peter-paul-rubens_nicolas-rubens.jpg,Baroque,peter-paul-rubens_nicolas-rubens.jpg,The baby's rosy cheeks and babyfat on his face is very cute.,amusement
data\raw\wikiart\Color_Field_Painting\barnett-newman_twelfh-station-1965.jpg,Color_Field_Painting\barnett-newman_twelfh-station-1965.jpg,Color_Field_Painting,barnett-newman_twelfh-station-1965.jpg,I only like the frayed looking edge of the white part.,something else
data\raw\wikiart\Symbolism\kimon-loghi_the-night.jpg,Symbolism\kimon-loghi_the-night.jpg,Symbolism,kimon-loghi_the-night.jpg,The combination of the beautiful colors and objects of nature give me a happy contentment.,contentment
data\raw\wikiart\Romanticism\edward-burne-jones_clerk-saunders-1861.jpg,Romanticism\edward-burne-jones_clerk-saunders-1861.jpg,Romanticism,edward-burne-jones_clerk-saunders-1861.jpg,The lady on the right seems to be rejecting the advances of the person on the left and she doesn't seem very happy.,fear
data\raw\wikiart\Realism\vincent-van-gogh_girl-carrying-a-loaf-of-bread-1882(1).jpg,Realism\vincent-van-gogh_girl-carrying-a-loaf-of-bread-1882(1).jpg,Realism,vincent-van-gogh_girl-carrying-a-loaf-of-bread-1882(1).jpg,The girl looks poor and she's walking and toting a loaf of bread.,sadness
data\raw\wikiart\Rococo\william-hogarth_a-harlot-s-progress-plate-2.jpg,Rococo\william-hogarth_a-harlot-s-progress-plate-2.jpg,Rococo,william-hogarth_a-harlot-s-progress-plate-2.jpg,"the table falling over is interesting, and i like the people gossiping in the background",excitement
data\raw\wikiart\Expressionism\carlos-saenz-de-tejada_platero-well.jpg,Expressionism\carlos-saenz-de-tejada_platero-well.jpg,Expressionism,carlos-saenz-de-tejada_platero-well.jpg,the horse is looking at the water like he is in amazement,awe
data\raw\wikiart\Symbolism\pierre-puvis-de-chavannes_allegory-of-life.jpg,Symbolism\pierre-puvis-de-chavannes_allegory-of-life.jpg,Symbolism,pierre-puvis-de-chavannes_allegory-of-life.jpg,"Nice detail, but it's hard to figure out if people are angels or humans.",contentment
data\raw\wikiart\Romanticism\miklos-barabas_portrait-of-j-nos-buttler-1836.jpg,Romanticism\miklos-barabas_portrait-of-j-nos-buttler-1836.jpg,Romanticism,miklos-barabas_portrait-of-j-nos-buttler-1836.jpg,"well the head looks like small for the body, but the dress was so good",amusement
data\raw\wikiart\Impressionism\adolf-hitler_st-peter-s-church-in-vienna.jpg,Impressionism\adolf-hitler_st-peter-s-church-in-vienna.jpg,Impressionism,adolf-hitler_st-peter-s-church-in-vienna.jpg,I like how most of the colors are neutral which helps the light blue stand out.  Looking at few bright colors is intriguing.,amusement
data\raw\wikiart\Northern_Renaissance\albrecht-durer_triumphal-arch-1526.jpg,Northern_Renaissance\albrecht-durer_triumphal-arch-1526.jpg,Northern_Renaissance,albrecht-durer_triumphal-arch-1526.jpg,The intricate and massive building makes for a grand sight to behold.,awe
data\raw\wikiart\Realism\ilya-repin_on-the-embankment.jpg,Realism\ilya-repin_on-the-embankment.jpg,Realism,ilya-repin_on-the-embankment.jpg,"The woman is leaning over the balcony, doing what brings her contentment, looking at the sea.",contentment
data\raw\wikiart\Impressionism\john-henry-twachtman_upland-pastures.jpg,Impressionism\john-henry-twachtman_upland-pastures.jpg,Impressionism,john-henry-twachtman_upland-pastures.jpg,This tranquil countryside view makes me feel content.,contentment
data\raw\wikiart\Baroque\anthony-van-dyck_diana-cecil-countess-of-oxford-1638.jpg,Baroque\anthony-van-dyck_diana-cecil-countess-of-oxford-1638.jpg,Baroque,anthony-van-dyck_diana-cecil-countess-of-oxford-1638.jpg,the colors are an interesting choice to contrast with the person's skin,amusement
data\raw\wikiart\Pop_Art\andy-warhol_toy-fish.jpg,Pop_Art\andy-warhol_toy-fish.jpg,Pop_Art,andy-warhol_toy-fish.jpg,I don't know what the words say but I like the colors and can imagine a picture like this in my kitchen,contentment
data\raw\wikiart\Symbolism\mikalojus-ciurlionis_sorrow-ii-1907.jpg,Symbolism\mikalojus-ciurlionis_sorrow-ii-1907.jpg,Symbolism,mikalojus-ciurlionis_sorrow-ii-1907.jpg,Buildings look like they have been blown apart,sadness
data\raw\wikiart\Baroque\hercules-seghers_panoramic-landscape.jpg,Baroque\hercules-seghers_panoramic-landscape.jpg,Baroque,hercules-seghers_panoramic-landscape.jpg,"The shape of the lake, the distant village and the people in groups make me at ease/contented.",contentment
data\raw\wikiart\Romanticism\joseph-wright_portrait-of-the-revd-samuel-rastall-dean-of-killaloe-ireland.jpg,Romanticism\joseph-wright_portrait-of-the-revd-samuel-rastall-dean-of-killaloe-ireland.jpg,Romanticism,joseph-wright_portrait-of-the-revd-samuel-rastall-dean-of-killaloe-ireland.jpg,Pleasant looking young man seated at a desk and using a quill. He has a friendly face.,something else
data\raw\wikiart\Impressionism\alfred-sisley_the-seine-at-port-marly-sand-piles-1875.jpg,Impressionism\alfred-sisley_the-seine-at-port-marly-sand-piles-1875.jpg,Impressionism,alfred-sisley_the-seine-at-port-marly-sand-piles-1875.jpg,The people are working in a nice stream on a good day.,contentment
data\raw\wikiart\Romanticism\gustave-dore_the-heavenly-bands-down-from-a-sky-of-jasper-lighted-now-in-paradise.jpg,Romanticism\gustave-dore_the-heavenly-bands-down-from-a-sky-of-jasper-lighted-now-in-paradise.jpg,Romanticism,gustave-dore_the-heavenly-bands-down-from-a-sky-of-jasper-lighted-now-in-paradise.jpg,It feels ominous and foreboding and the people look subservient.,fear
data\raw\wikiart\Impressionism\mary-cassatt_little-girl-with-a-japanese-doll.jpg,Impressionism\mary-cassatt_little-girl-with-a-japanese-doll.jpg,Impressionism,mary-cassatt_little-girl-with-a-japanese-doll.jpg,The little girls face is very dark and she appears to be planning something evil.,fear
data\raw\wikiart\Impressionism\james-mcneill-whistler_harmony-in-pink-and-grey-lady-meux-1881.jpg,Impressionism\james-mcneill-whistler_harmony-in-pink-and-grey-lady-meux-1881.jpg,Impressionism,james-mcneill-whistler_harmony-in-pink-and-grey-lady-meux-1881.jpg,The woman looks beautiful poised for her picture.,contentment
data\raw\wikiart\Realism\vincent-van-gogh_the-kingfisher-1884.jpg,Realism\vincent-van-gogh_the-kingfisher-1884.jpg,Realism,vincent-van-gogh_the-kingfisher-1884.jpg,the branches on these trees look like sharp daggers,something else
data\raw\wikiart\Symbolism\nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,Symbolism\nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,Symbolism,nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,"The bleak, simple nature along with smokey colors make me feel lonely and sad.",sadness
data\raw\wikiart\Expressionism\jose-gutierrez-solana_women-of-life-1917.jpg,Expressionism\jose-gutierrez-solana_women-of-life-1917.jpg,Expressionism,jose-gutierrez-solana_women-of-life-1917.jpg,The facial expressions of everyone here looks dreadful. The only thing that boosts this up are the breasts.,excitement
data\raw\wikiart\Impressionism\winston-churchill_marlborough-tapestries-at-blenheim(1).jpg,Impressionism\winston-churchill_marlborough-tapestries-at-blenheim(1).jpg,Impressionism,winston-churchill_marlborough-tapestries-at-blenheim(1).jpg,"I am excited by this classic painting within a painting technique, which is quite dramatic and stimulating.",excitement
data\raw\wikiart\Post_Impressionism\salvador-dali_portrait-of-hortensia.jpg,Post_Impressionism\salvador-dali_portrait-of-hortensia.jpg,Post_Impressionism,salvador-dali_portrait-of-hortensia.jpg,The background color looks like an abandoned enchanted area,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_la-grenouillere-1869-1.jpg,Impressionism\pierre-auguste-renoir_la-grenouillere-1869-1.jpg,Impressionism,pierre-auguste-renoir_la-grenouillere-1869-1.jpg,the silky yellowish green look the water is memorizing,contentment
data\raw\wikiart\Expressionism\martiros-saryan_constantinople-1910-1.jpg,Expressionism\martiros-saryan_constantinople-1910-1.jpg,Expressionism,martiros-saryan_constantinople-1910-1.jpg,It appears that two of the dogs in the street are playing; which I choose to see they playing instead of fighting because I am a dog lover.,amusement
data\raw\wikiart\Abstract_Expressionism\hans-hofmann_composition-no-1-1953.jpg,Abstract_Expressionism\hans-hofmann_composition-no-1-1953.jpg,Abstract_Expressionism,hans-hofmann_composition-no-1-1953.jpg,"The whimsical, child-like depiction of shapes and colors on a map indicate a fun-loving tone.",amusement
data\raw\wikiart\Naive_Art_Primitivism\andre-bauchant_greek-dance-in-a-landscape-1937.jpg,Naive_Art_Primitivism\andre-bauchant_greek-dance-in-a-landscape-1937.jpg,Naive_Art_Primitivism,andre-bauchant_greek-dance-in-a-landscape-1937.jpg,the activity is a question mark and the setting makes it all the more interesting,excitement
data\raw\wikiart\Minimalism\richard-tuttle_drift-iii-1965.jpg,Minimalism\richard-tuttle_drift-iii-1965.jpg,Minimalism,richard-tuttle_drift-iii-1965.jpg,the green and purple complement each other well and it is fun to guess what these shapes are,amusement
data\raw\wikiart\Post_Impressionism\marcel-duchamp_portrait-of-jacques-villon.jpg,Post_Impressionism\marcel-duchamp_portrait-of-jacques-villon.jpg,Post_Impressionism,marcel-duchamp_portrait-of-jacques-villon.jpg,it almost looks like a sketch that someone made at random while sitting somewhere like a cafe. I can appreciate  the detail  because for using straight lines you can tell what is being drawn,something else
data\raw\wikiart\Symbolism\gustave-moreau_salome-in-the-garden-1878.jpg,Symbolism\gustave-moreau_salome-in-the-garden-1878.jpg,Symbolism,gustave-moreau_salome-in-the-garden-1878.jpg,A terrible crime has been committed the girl in blue is cleaning up.,sadness
data\raw\wikiart\Fauvism\raoul-dufy_martigues-1907.jpg,Fauvism\raoul-dufy_martigues-1907.jpg,Fauvism,raoul-dufy_martigues-1907.jpg,"I have no idea what is going on here, Colors are bad, I feel anger with these objects. I don't even know what the objects are.",anger
